Query_ID	Subject_ID	Pct_ID	Length	Mismatches	Gap_open	Query_start	Query_end	Subject_start	Subject_end	e-value	BitScore	Pct_positive_matches	Subject_FullName
cds.evm.model.06.1779	METK2_SUASA	96.667	60	2	0	1	60	1	60	7.65e-36	126	100.00	METK2_SUASA S-adenosylmethionine synthase 2
cds.evm.model.01.1398.2.5bd9b135	WTR7_ARATH	70.732	41	12	0	20	60	5	45	1.28e-12	63.2	80.49	WTR7_ARATH WAT1-related protein At1g43650
cds.evm.model.01.1398	WTR7_ARATH	70.732	41	12	0	20	60	5	45	1.28e-12	63.2	80.49	WTR7_ARATH WAT1-related protein At1g43650
cds.evm.model.01.1398.1.5bd9b135.1.5bdae6e1	WTR7_ARATH	57.500	40	17	0	5	44	116	155	5.52e-08	50.1	77.50	WTR7_ARATH WAT1-related protein At1g43650
cds.evm.model.01.1398.1.5bd9b135	WTR7_ARATH	70.732	41	12	0	20	60	5	45	1.28e-12	63.2	80.49	WTR7_ARATH WAT1-related protein At1g43650
cds.evm.model.05.1249	P2A15_ARATH	63.043	46	17	0	14	59	10	55	1.28e-13	65.9	71.74	P2A15_ARATH F-box protein PP2-A15
cds.evm.model.05.1249.1.5bd9b13a	P2A12_ARATH	82.051	39	7	0	22	60	151	189	3.08e-19	80.9	94.87	P2A12_ARATH F-box protein PP2-A12
cds.evm.model.10.1597	OMT2_HUMLU	53.333	60	23	1	1	60	261	315	1.90e-18	79.3	78.33	OMT2_HUMLU Xanthohumol 4-O-methyltransferase {ECO:0000305}
cds.evm.model.06.1987	FLA11_ARATH	53.061	49	21	1	12	60	12	58	1.37e-06	46.2	65.31	FLA11_ARATH Fasciclin-like arabinogalactan protein 11
cds.evm.model.02.3283	MTHR1_MAIZE	86.441	59	8	0	1	59	38	96	1.69e-33	122	96.61	MTHR1_MAIZE Methylenetetrahydrofolate reductase (NADH) 1
cds.novel_model_1685_5bd9a17a.1.5bd9b136	HMGR1_CANSA	100.000	60	0	0	1	60	1	60	2.95e-35	127	100.00	HMGR1_CANSA 3-hydroxy-3-methylglutaryl coenzyme A reductase 1 {ECO:0000303|PubMed:28355238}
cds.novel_model_1686_5bd9a17a.2.5bd9b136	HMDH2_HEVBR	90.000	60	6	0	1	60	63	122	2.52e-34	118	98.33	HMDH2_HEVBR 3-hydroxy-3-methylglutaryl-coenzyme A reductase 2
cds.novel_model_1684_5bd9a17a	HMGR1_CANSA	100.000	60	0	0	1	60	1	60	2.95e-35	127	100.00	HMGR1_CANSA 3-hydroxy-3-methylglutaryl coenzyme A reductase 1 {ECO:0000303|PubMed:28355238}
cds.evm.model.01.1964	PRPX_HORVU	59.322	59	23	1	3	60	2	60	4.70e-15	68.9	71.19	PRPX_HORVU Pathogen-related protein
cds.evm.model.02.345.2.5bd9b134	GMPP1_ARATH	95.000	60	3	0	1	60	1	60	1.18e-32	117	96.67	GMPP1_ARATH Mannose-1-phosphate guanylyltransferase 1 {ECO:0000305|PubMed:10097187}
cds.evm.model.02.345.1.5bd9b134	GMPP1_ARATH	95.000	60	3	0	1	60	1	60	1.18e-32	117	96.67	GMPP1_ARATH Mannose-1-phosphate guanylyltransferase 1 {ECO:0000305|PubMed:10097187}
cds.evm.model.02.345	GMPP1_ARATH	95.000	60	3	0	1	60	1	60	1.18e-32	117	96.67	GMPP1_ARATH Mannose-1-phosphate guanylyltransferase 1 {ECO:0000305|PubMed:10097187}
cds.evm.model.03.546	GDL31_ARATH	71.154	52	14	1	9	60	5	55	1.40e-14	68.9	75.00	GDL31_ARATH GDSL esterase/lipase At1g74460
cds.evm.model.03.1052	GDL71_ARATH	48.438	64	19	3	1	58	1	56	4.79e-08	50.4	57.81	GDL71_ARATH GDSL esterase/lipase At5g03610
cds.evm.model.01.801	ASOL_TOBAC	54.545	55	25	0	6	60	1	55	2.33e-13	65.5	69.09	ASOL_TOBAC L-ascorbate oxidase homolog
cds.evm.model.01.2080	AZF3_ARATH	53.846	65	19	3	1	60	1	59	2.17e-12	61.2	63.08	AZF3_ARATH Zinc finger protein AZF3
cds.evm.model.07.1834	PER28_ARATH	42.373	59	32	2	1	59	1	57	9.09e-07	46.6	62.71	PER28_ARATH Peroxidase 28
cds.evm.model.02.2081.2.5bd9b136	GBF3_ARATH	66.000	50	15	1	13	60	6	55	3.22e-15	70.5	78.00	GBF3_ARATH G-box-binding factor 3
cds.evm.model.02.2081	GBF3_ARATH	66.000	50	15	1	13	60	6	55	3.22e-15	70.5	78.00	GBF3_ARATH G-box-binding factor 3
cds.evm.model.02.2081.4.5bd9b136	GBF3_ARATH	66.000	50	15	1	13	60	6	55	3.22e-15	70.5	78.00	GBF3_ARATH G-box-binding factor 3
cds.evm.model.02.2081.1.5bd9b136	GBF3_ARATH	66.000	50	15	1	13	60	6	55	3.22e-15	70.5	78.00	GBF3_ARATH G-box-binding factor 3
cds.evm.model.02.2081.3.5bd9b136	GBF3_ARATH	66.000	50	15	1	13	60	6	55	3.22e-15	70.5	78.00	GBF3_ARATH G-box-binding factor 3
cds.evm.model.02.969	TET2_ARATH	68.333	60	19	0	1	60	1	60	2.93e-16	72.8	85.00	TET2_ARATH Tetraspanin-2
cds.novel_model_3527_5bd9a17a	Y1743_ARATH	68.852	61	18	1	1	60	859	919	1.08e-25	100	83.61	Y1743_ARATH Probable LRR receptor-like serine/threonine-protein kinase At1g74360
cds.novel_model_5331_5bd9a17a	AHP3_ARATH	60.000	55	22	0	6	60	4	58	6.75e-19	77.4	85.45	AHP3_ARATH Histidine-containing phosphotransfer protein 3
cds.novel_model_5332_5bd9a17a.1.5bd9b13a	AHP3_ARATH	60.000	55	22	0	6	60	4	58	6.75e-19	77.4	85.45	AHP3_ARATH Histidine-containing phosphotransfer protein 3
cds.evm.model.05.2000.4.5bd9b13b	UBC5B_ORYSJ	96.667	60	2	0	1	60	1	60	9.57e-38	125	98.33	UBC5B_ORYSJ Ubiquitin-conjugating enzyme E2 5B
cds.evm.model.05.2000.1.5bd9b13b	UBC5A_ORYSJ	98.333	60	1	0	1	60	30	89	1.80e-38	126	98.33	UBC5A_ORYSJ Ubiquitin-conjugating enzyme E2 5A
cds.evm.model.05.2000.3.5bd9b13b	UBC5B_ORYSJ	96.667	60	2	0	1	60	1	60	9.57e-38	125	98.33	UBC5B_ORYSJ Ubiquitin-conjugating enzyme E2 5B
cds.evm.model.05.2000.6.5bd9b13b	UBC5B_ORYSJ	96.667	60	2	0	1	60	1	60	9.57e-38	125	98.33	UBC5B_ORYSJ Ubiquitin-conjugating enzyme E2 5B
cds.evm.model.05.2000.2.5bd9b13b	UBC5B_ORYSJ	93.548	62	2	1	1	60	1	62	7.86e-36	120	95.16	UBC5B_ORYSJ Ubiquitin-conjugating enzyme E2 5B
cds.evm.model.05.2000.5.5bd9b13b	UBC5B_ORYSJ	96.667	60	2	0	1	60	1	60	9.57e-38	125	98.33	UBC5B_ORYSJ Ubiquitin-conjugating enzyme E2 5B
cds.evm.model.07.394	PRU1_PRUAV	76.667	60	14	0	1	60	1	60	8.47e-28	100	83.33	PRU1_PRUAV Major allergen Pru av 1
cds.evm.model.02.709	PLP6_ARATH	80.000	60	12	0	1	60	118	177	3.74e-27	104	95.00	PLP6_ARATH Patatin-like protein 6
cds.evm.model.02.709.1.5bd9b134	PLP6_ARATH	80.000	60	12	0	1	60	118	177	3.74e-27	104	95.00	PLP6_ARATH Patatin-like protein 6
cds.evm.model.02.709.2.5bd9b134	PLP6_ARATH	80.000	60	12	0	1	60	118	177	3.74e-27	104	95.00	PLP6_ARATH Patatin-like protein 6
cds.evm.model.01.102	CADH_MAIZE	67.241	58	19	0	3	60	7	64	3.21e-24	95.1	82.76	CADH_MAIZE Probable cinnamyl alcohol dehydrogenase {ECO:0000303|PubMed:9675900, ECO:0000303|Ref.1}
cds.evm.model.05.1905	AHL21_ARATH	80.851	47	9	0	14	60	76	122	9.69e-21	84.7	91.49	AHL21_ARATH AT-hook motif nuclear-localized protein 21 {ECO:0000312|EMBL:FAA00292.1}
cds.evm.model.04.1259	Y232_RICCO	65.517	58	19	1	1	57	1	58	2.49e-15	71.2	74.14	Y232_RICCO Glycosyltransferase family 92 protein RCOM_0530710
cds.evm.model.04.544	MA658_ARATH	81.667	60	11	0	1	60	29	88	2.13e-27	105	90.00	MA658_ARATH 65-kDa microtubule-associated protein 8
cds.evm.model.01.1814	WOX4_ARATH	59.459	37	10	2	5	36	1	37	1.70e-06	45.8	72.97	WOX4_ARATH WUSCHEL-related homeobox 4
cds.novel_model_2860_5bd9a17a	PBS1_ARATH	51.613	62	28	1	1	60	1	62	1.54e-13	65.9	70.97	PBS1_ARATH Serine/threonine-protein kinase PBS1 {ECO:0000303|PubMed:11359614}
cds.novel_model_2863_5bd9a17a.3.5bd9b137	PBS1_ARATH	51.613	62	28	1	1	60	1	62	1.54e-13	65.9	70.97	PBS1_ARATH Serine/threonine-protein kinase PBS1 {ECO:0000303|PubMed:11359614}
cds.novel_model_2862_5bd9a17a.1.5bd9b137	PBS1_ARATH	51.613	62	28	1	1	60	1	62	1.54e-13	65.9	70.97	PBS1_ARATH Serine/threonine-protein kinase PBS1 {ECO:0000303|PubMed:11359614}
cds.novel_model_2861_5bd9a17a.2.5bd9b137	RK185_ORYSJ	91.667	60	5	0	1	60	127	186	5.77e-35	125	95.00	RK185_ORYSJ Receptor-like cytoplasmic kinase 185 {ECO:0000303|PubMed:19825577}
cds.evm.model.05.2138.4.5bd9b13b	ACT10_SOLTU	100.000	60	0	0	1	60	26	85	8.95e-40	131	100.00	ACT10_SOLTU Actin-85C
cds.evm.model.05.2138	ACT3_PEA	95.000	60	3	0	1	60	1	60	1.57e-34	122	98.33	ACT3_PEA Actin-3
cds.evm.model.05.2138.1.5bd9b13b	ACT3_PEA	95.000	60	3	0	1	60	1	60	1.57e-34	122	98.33	ACT3_PEA Actin-3
cds.evm.model.05.2138.2.5bd9b13b	ACT3_PEA	95.000	60	3	0	1	60	1	60	1.57e-34	122	98.33	ACT3_PEA Actin-3
cds.evm.model.05.2138.3.5bd9b13b	ACT10_SOLTU	100.000	60	0	0	1	60	26	85	8.95e-40	131	100.00	ACT10_SOLTU Actin-85C
cds.novel_model_2199_5bd9a17a	WTR5_ARATH	72.500	40	11	0	21	60	6	45	1.15e-14	68.9	92.50	WTR5_ARATH WAT1-related protein At1g21890
cds.evm.model.06.899	NRT21_ARATH	80.000	60	8	1	1	60	1	56	9.83e-24	94.7	83.33	NRT21_ARATH High-affinity nitrate transporter 2.1
cds.evm.model.02.2080	GDL61_ARATH	60.976	41	16	0	20	60	13	53	5.96e-11	58.5	73.17	GDL61_ARATH GDSL esterase/lipase At4g01130
cds.evm.model.08.1182	LAMT_CATRO	62.264	53	20	0	6	58	133	185	9.09e-20	83.2	86.79	LAMT_CATRO Loganic acid O-methyltransferase {ECO:0000303|PubMed:24104568, ECO:0000303|PubMed:29399933}
cds.evm.model.10.1540	CARP1_ARATH	76.596	47	11	0	14	60	19	65	1.82e-18	75.5	80.85	CARP1_ARATH Calcium-binding protein KRP1 {ECO:0000305}
cds.evm.model.10.1316	TBL39_ARATH	66.667	51	16	1	11	60	37	87	7.59e-19	80.5	82.35	TBL39_ARATH Protein trichome birefringence-like 39
cds.evm.model.03.790	PAL1_SOYBN	81.034	58	9	1	3	60	11	66	1.21e-24	97.4	87.93	PAL1_SOYBN Phenylalanine ammonia-lyase 1
cds.evm.model.04.698	NEP1_NEPGR	53.333	45	20	1	16	60	10	53	2.59e-07	48.5	73.33	NEP1_NEPGR Aspartic proteinase nepenthesin-1
cds.evm.model.04.1438	MLO10_ARATH	54.348	46	20	1	16	60	18	63	7.44e-07	47.0	67.39	MLO10_ARATH MLO-like protein 10
cds.evm.model.05.1618	ERLL2_ARATH	60.377	53	20	1	9	60	98	150	1.44e-14	66.6	79.25	ERLL2_ARATH pEARLI1-like lipid transfer protein 2
cds.evm.model.02.1329.1.5bd9b135	FLZ13_ARATH	53.333	60	25	1	4	60	3	62	3.76e-09	53.1	61.67	FLZ13_ARATH FCS-Like Zinc finger 13 {ECO:0000303|PubMed:24901469}
cds.evm.model.02.1329.2.5bd9b135	FLZ13_ARATH	53.333	60	25	1	4	60	3	62	3.76e-09	53.1	61.67	FLZ13_ARATH FCS-Like Zinc finger 13 {ECO:0000303|PubMed:24901469}
cds.evm.model.02.1329	FLZ13_ARATH	53.333	60	25	1	4	60	3	62	3.76e-09	53.1	61.67	FLZ13_ARATH FCS-Like Zinc finger 13 {ECO:0000303|PubMed:24901469}
cds.evm.model.09.1612	F7ODM_OCIBA	61.667	60	23	0	1	60	123	182	9.60e-22	88.6	81.67	F7ODM_OCIBA Oxoglutarate-dependent flavonoid 7-O-demethylase 1 {ECO:0000303|PubMed:25378691}
cds.evm.model.01.506	CXE7_ARATH	50.000	48	24	0	13	60	11	58	2.54e-08	51.2	66.67	CXE7_ARATH Probable carboxylesterase 7
cds.novel_model_2713_5bd9a17a	MADS3_ORYSJ	76.667	60	14	0	1	60	1	60	3.69e-29	105	95.00	MADS3_ORYSJ MADS-box transcription factor 3
cds.evm.model.07.1680	VIT2_ORYSJ	77.083	48	11	0	13	60	8	55	1.86e-18	78.2	87.50	VIT2_ORYSJ Vacuolar iron transporter 2 {ECO:0000305}
cds.evm.model.02.2833.3.5bd9b136	FQRL1_ARATH	80.000	60	12	0	1	60	52	111	1.15e-29	106	88.33	FQRL1_ARATH Probable NAD(P)H dehydrogenase (quinone) FQR1-like 1 {ECO:0000305}
cds.evm.model.02.2833.1.5bd9b136	FQR1_ARATH	84.746	59	9	0	1	59	1	59	2.00e-28	102	89.83	FQR1_ARATH NAD(P)H dehydrogenase (quinone) FQR1 {ECO:0000305}
cds.evm.model.02.2833.3.5bd9b136.1.5bdae6e3	FQRL1_ARATH	80.000	60	12	0	1	60	52	111	1.15e-29	106	88.33	FQRL1_ARATH Probable NAD(P)H dehydrogenase (quinone) FQR1-like 1 {ECO:0000305}
cds.evm.model.02.2833	FQRL1_ARATH	76.667	60	14	0	1	60	12	71	1.45e-25	95.5	85.00	FQRL1_ARATH Probable NAD(P)H dehydrogenase (quinone) FQR1-like 1 {ECO:0000305}
cds.evm.model.02.2833.2.5bd9b136	FQRL1_ARATH	76.667	60	14	0	1	60	12	71	1.45e-25	95.5	85.00	FQRL1_ARATH Probable NAD(P)H dehydrogenase (quinone) FQR1-like 1 {ECO:0000305}
cds.evm.model.04.1490	ATHB6_ARATH	54.688	64	25	2	1	60	2	65	2.12e-09	54.3	64.06	ATHB6_ARATH Homeobox-leucine zipper protein ATHB-6
cds.evm.model.09.1052	TRH21_ORYSJ	40.678	59	35	0	1	59	1	59	6.89e-10	53.9	57.63	TRH21_ORYSJ Thioredoxin H2-1
cds.evm.model.02.3044	PTR6_ARATH	73.333	60	16	0	1	60	49	108	1.08e-24	97.8	88.33	PTR6_ARATH Protein NRT1/ PTR FAMILY 1.2
cds.evm.model.10.180	CASP4_LOTJA	64.444	45	14	1	7	51	4	46	1.19e-09	53.9	75.56	CASP4_LOTJA Casparian strip membrane protein 4
cds.evm.model.02.2396	GAOXL_ARATH	52.941	51	23	1	7	57	2	51	5.23e-12	61.6	74.51	GAOXL_ARATH Gibberellin 20-oxidase-like protein {ECO:0000312|EMBL:BAB10331.1}
cds.evm.model.01.1191	INV2_DAUCA	64.000	50	18	0	6	55	78	127	2.78e-17	76.6	84.00	INV2_DAUCA Beta-fructofuranosidase, insoluble isoenzyme 2
cds.evm.model.10.264	PUB22_ARATH	72.881	59	15	1	2	60	3	60	9.31e-24	94.4	86.44	PUB22_ARATH E3 ubiquitin-protein ligase PUB22 {ECO:0000303|PubMed:11495788}
cds.evm.model.06.2072.1.5bd9b13b	RIP1_MEDTR	61.224	49	19	0	12	60	64	112	3.62e-14	67.4	77.55	RIP1_MEDTR Peroxidase RIP1 {ECO:0000303|PubMed:7696879}
cds.evm.model.06.2072.2.5bd9b13b	PER4_VITVI	75.000	60	15	0	1	60	187	246	1.52e-25	98.2	85.00	PER4_VITVI Peroxidase 4 {ECO:0000250|UniProtKB:Q42578}
cds.evm.model.06.2072	PER4_VITVI	52.632	57	23	1	4	60	3	55	2.98e-09	53.9	64.91	PER4_VITVI Peroxidase 4 {ECO:0000250|UniProtKB:Q42578}
cds.evm.model.06.2072.1.5bdae6e2	PER4_VITVI	52.632	57	23	1	4	60	3	55	2.98e-09	53.9	64.91	PER4_VITVI Peroxidase 4 {ECO:0000250|UniProtKB:Q42578}
cds.evm.model.04.2019	AEL1_ARATH	63.333	60	15	3	1	60	1	53	1.35e-15	68.9	73.33	AEL1_ARATH Protein AE7-like 1 {ECO:0000303|PubMed:23104832}
cds.evm.model.01.2791	SPZX_ARATH	60.000	60	24	0	1	60	1	60	1.53e-17	77.0	85.00	SPZX_ARATH Serpin-ZX
cds.novel_model_617_5bd9a17a.4.5bd9b134	UXS6_ARATH	84.211	57	8	1	5	60	2	58	1.06e-17	77.4	94.74	UXS6_ARATH UDP-glucuronic acid decarboxylase 6
cds.novel_model_614_5bd9a17a	UXS6_ARATH	84.211	57	8	1	5	60	2	58	1.06e-17	77.4	94.74	UXS6_ARATH UDP-glucuronic acid decarboxylase 6
cds.novel_model_616_5bd9a17a.5.5bd9b134	UXS6_ARATH	84.211	57	8	1	5	60	2	58	1.06e-17	77.4	94.74	UXS6_ARATH UDP-glucuronic acid decarboxylase 6
cds.novel_model_620_5bd9a17a.6.5bd9b134	UXS6_ARATH	84.211	57	8	1	5	60	2	58	1.06e-17	77.4	94.74	UXS6_ARATH UDP-glucuronic acid decarboxylase 6
cds.novel_model_619_5bd9a17a.2.5bd9b134	UXS6_ARATH	84.211	57	8	1	5	60	2	58	1.06e-17	77.4	94.74	UXS6_ARATH UDP-glucuronic acid decarboxylase 6
cds.novel_model_615_5bd9a17a.1.5bd9b134	UXS6_ARATH	84.211	57	8	1	5	60	2	58	1.06e-17	77.4	94.74	UXS6_ARATH UDP-glucuronic acid decarboxylase 6
cds.novel_model_618_5bd9a17a.3.5bd9b134	UXS6_ARATH	84.211	57	8	1	5	60	2	58	1.06e-17	77.4	94.74	UXS6_ARATH UDP-glucuronic acid decarboxylase 6
cds.evm.model.10.806	MLP43_ARATH	66.038	53	18	0	8	60	6	58	1.37e-18	76.6	79.25	MLP43_ARATH MLP-like protein 43
cds.evm.model.03.1706	HIPL1_ARATH	51.282	39	19	0	22	60	21	59	2.59e-07	48.5	66.67	HIPL1_ARATH HIPL1 protein
cds.evm.model.06.1746	TIP12_MUSAC	75.000	60	15	0	1	60	3	62	3.55e-24	93.2	88.33	TIP12_MUSAC Aquaporin TIP1-2 {ECO:0000303|PubMed:26307965, ECO:0000303|PubMed:29778840}
cds.evm.model.08.1310	VICHY_VICSN	45.000	60	27	1	7	60	5	64	2.12e-08	51.6	61.67	VICHY_VICSN Vicianin hydrolase {ECO:0000312|EMBL:ABD03937.1}
cds.evm.model.08.1649	PUMP5_ARATH	64.407	59	14	2	1	59	1	52	1.27e-15	71.2	67.80	PUMP5_ARATH Mitochondrial uncoupling protein 5
cds.evm.model.01.719	GRXS1_ARATH	66.667	54	18	0	7	60	4	57	3.49e-19	76.6	79.63	GRXS1_ARATH Monothiol glutaredoxin-S1
cds.evm.model.06.1806	GL11_ORYSJ	79.487	39	8	0	21	59	25	63	2.83e-15	69.3	89.74	GL11_ORYSJ Germin-like protein 1-1
cds.novel_model_6479_5bd9a17a	THN1A_URTFR	78.333	60	13	0	1	60	1	60	4.36e-29	102	91.67	THN1A_URTFR DELTA-urthionin-Uf1a {ECO:0000303|PubMed:35780839}
cds.evm.model.05.51.2.5bd9b139	COMT1_EUCGU	93.333	60	4	0	1	60	1	60	5.87e-31	113	98.33	COMT1_EUCGU Caffeic acid 3-O-methyltransferase
cds.evm.model.05.51	COMT1_EUCGU	93.333	60	4	0	1	60	1	60	5.87e-31	113	98.33	COMT1_EUCGU Caffeic acid 3-O-methyltransferase
cds.evm.model.05.51.1.5bd9b139	COMT1_EUCGU	93.333	60	4	0	1	60	1	60	5.87e-31	113	98.33	COMT1_EUCGU Caffeic acid 3-O-methyltransferase
cds.evm.model.05.51.2.5bd9b139.1.5bdae6d7	COMT1_EUCGU	93.333	60	4	0	1	60	1	60	5.87e-31	113	98.33	COMT1_EUCGU Caffeic acid 3-O-methyltransferase
cds.evm.model.07.1736	ADRC3_ARATH	65.574	61	20	1	1	60	1	61	4.90e-18	77.4	78.69	ADRC3_ARATH NADPH-dependent aldehyde reductase-like protein, chloroplastic {ECO:0000250|UniProtKB:Q9SQR2}
cds.evm.model.07.1104	LTG16_ARATH	60.606	33	13	0	28	60	22	54	1.95e-07	48.1	81.82	LTG16_ARATH Non-specific lipid transfer protein GPI-anchored 16 {ECO:0000303|PubMed:23893219}
cds.evm.model.07.1104.1.5bd9b13c	LTG16_ARATH	60.606	33	13	0	28	60	22	54	1.95e-07	48.1	81.82	LTG16_ARATH Non-specific lipid transfer protein GPI-anchored 16 {ECO:0000303|PubMed:23893219}
cds.evm.model.08.723	CCT15_ARATH	65.306	49	17	0	12	60	31	79	1.77e-16	74.3	85.71	CCT15_ARATH Cyclin-T1-5
cds.evm.model.10.1566	DGK6_ARATH	53.846	52	23	1	8	58	15	66	2.75e-11	59.7	78.85	DGK6_ARATH Diacylglycerol kinase 6
cds.evm.model.10.2239	SILD_FORIN	75.510	49	12	0	12	60	146	194	2.85e-17	75.5	87.76	SILD_FORIN Secoisolariciresinol dehydrogenase
cds.evm.model.10.857	PER11_ARATH	47.917	48	25	0	12	59	7	54	1.70e-06	45.8	60.42	PER11_ARATH Peroxidase 11
cds.novel_model_6413_5bd9a17a	DCE_PETHY	93.333	60	4	0	1	60	1	60	6.60e-33	120	96.67	DCE_PETHY Glutamate decarboxylase
cds.novel_model_6415_5bd9a17a.2.5bd9b13c	DCE_PETHY	93.333	60	4	0	1	60	190	249	3.88e-32	117	98.33	DCE_PETHY Glutamate decarboxylase
cds.novel_model_6416_5bd9a17a.3.5bd9b13c	DCE_PETHY	93.333	60	4	0	1	60	1	60	6.60e-33	120	96.67	DCE_PETHY Glutamate decarboxylase
cds.novel_model_6414_5bd9a17a.1.5bd9b13c	DCE_PETHY	93.333	60	4	0	1	60	1	60	6.60e-33	120	96.67	DCE_PETHY Glutamate decarboxylase
cds.evm.model.10.1026.1.5bd9b13d	ACCT2_ARATH	80.000	60	12	0	1	60	152	211	2.38e-31	114	90.00	ACCT2_ARATH Acetyl-CoA acetyltransferase 2 {ECO:0000305}
cds.evm.model.10.1026	ACCT2_ARATH	83.929	56	9	0	5	60	2	57	8.17e-24	94.4	91.07	ACCT2_ARATH Acetyl-CoA acetyltransferase 2 {ECO:0000305}
cds.evm.model.ctgX3.15.1.5bd9b13d	BH068_ARATH	52.381	63	17	4	1	52	1	61	1.45e-08	52.0	65.08	BH068_ARATH Transcription factor bHLH68
cds.evm.model.ctgX3.15	BH068_ARATH	52.381	63	17	4	1	52	1	61	1.45e-08	52.0	65.08	BH068_ARATH Transcription factor bHLH68
cds.evm.model.01.951.1.5bd9b135	SKI30_ARATH	85.000	60	9	0	1	60	153	212	2.47e-31	114	91.67	SKI30_ARATH F-box/kelch-repeat protein SKIP30
cds.evm.model.01.951	SKI30_ARATH	68.333	60	19	0	1	60	8	67	2.58e-21	87.0	83.33	SKI30_ARATH F-box/kelch-repeat protein SKIP30
cds.evm.model.01.635	AB21B_ARATH	69.767	43	10	1	21	60	57	99	5.08e-14	67.4	83.72	AB21B_ARATH ABC transporter B family member 21
cds.novel_model_1231_5bd9a17a.1.5bd9b135	IF415_TOBAC	86.667	60	8	0	1	60	1	60	1.03e-30	113	95.00	IF415_TOBAC Eukaryotic initiation factor 4A-15
cds.novel_model_1229_5bd9a17a	IF415_TOBAC	86.667	60	8	0	1	60	1	60	1.03e-30	113	95.00	IF415_TOBAC Eukaryotic initiation factor 4A-15
cds.novel_model_1233_5bd9a17a.3.5bd9b135	IF4A_MAIZE	97.826	46	1	0	15	60	201	246	4.63e-24	95.1	100.00	IF4A_MAIZE Eukaryotic initiation factor 4A
cds.novel_model_1232_5bd9a17a.4.5bd9b135	IF415_TOBAC	86.667	60	8	0	1	60	1	60	1.03e-30	113	95.00	IF415_TOBAC Eukaryotic initiation factor 4A-15
cds.novel_model_1230_5bd9a17a.2.5bd9b135	IF415_TOBAC	86.667	60	8	0	1	60	1	60	1.03e-30	113	95.00	IF415_TOBAC Eukaryotic initiation factor 4A-15
cds.evm.model.10.2049	ENOXC_FRAAN	71.667	60	17	0	1	60	1	60	2.13e-22	89.7	90.00	ENOXC_FRAAN 2-methylene-furan-3-one reductase
cds.evm.model.10.2049.1.5bd9b13e	ENOXC_FRAAN	71.667	60	17	0	1	60	1	60	2.13e-22	89.7	90.00	ENOXC_FRAAN 2-methylene-furan-3-one reductase
cds.evm.model.01.740	GSTF1_TOBAC	68.966	58	18	0	3	60	2	59	1.28e-24	93.6	82.76	GSTF1_TOBAC Glutathione S-transferase PARB {ECO:0000303|PubMed:1729717}
cds.evm.model.01.740.1.5bd9b134	GSTF_SILVU	72.881	59	16	0	2	60	103	161	3.31e-25	95.1	84.75	GSTF_SILVU Glutathione S-transferase
cds.novel_model_6579_5bd9a17a	G1L6_ORYSJ	96.000	25	1	0	36	60	78	102	2.32e-11	59.3	100.00	G1L6_ORYSJ Protein G1-like6 {ECO:0000303|PubMed:19901325}
cds.evm.model.08.1098	Y1648_ARATH	66.102	59	20	0	1	59	1	59	5.33e-22	87.0	84.75	Y1648_ARATH Uncharacterized protein At1g66480
cds.evm.model.04.1133	CADH1_ARACO	79.661	59	12	0	1	59	1	59	1.28e-29	109	89.83	CADH1_ARACO Probable cinnamyl alcohol dehydrogenase 1
cds.evm.model.04.1133.2.5bd9b138	CADH1_EUCGU	76.667	60	14	0	1	60	60	119	1.59e-27	103	86.67	CADH1_EUCGU Probable cinnamyl alcohol dehydrogenase 1
cds.evm.model.04.1133.1.5bd9b138	CADH1_EUCGU	76.667	60	14	0	1	60	60	119	1.59e-27	103	86.67	CADH1_EUCGU Probable cinnamyl alcohol dehydrogenase 1
cds.evm.model.02.2019	DIV_ANTMA	52.273	44	21	0	17	60	23	66	1.23e-09	54.7	72.73	DIV_ANTMA Transcription factor DIVARICATA
cds.evm.model.01.1731.1.5bd9b136	WOX8_ORYSJ	65.909	44	14	1	18	60	26	69	4.80e-14	66.6	86.36	WOX8_ORYSJ WUSCHEL-related homeobox 8
cds.evm.model.01.1731	WOX8_ORYSJ	65.909	44	14	1	18	60	26	69	4.80e-14	66.6	86.36	WOX8_ORYSJ WUSCHEL-related homeobox 8
cds.evm.model.08.299	Y4052_ARATH	51.923	52	24	1	9	60	16	66	1.74e-09	54.7	67.31	Y4052_ARATH Probable LRR receptor-like serine/threonine-protein kinase At4g30520
cds.evm.model.03.789	PAL1_PRUAV	71.186	59	17	0	2	60	11	69	8.36e-24	95.1	83.05	PAL1_PRUAV Phenylalanine ammonia-lyase 1
cds.evm.model.05.1934	TET3_ARATH	54.098	61	27	1	1	60	1	61	1.61e-16	73.6	81.97	TET3_ARATH Tetraspanin-3
cds.evm.model.08.305	GGP5_ARATH	62.000	50	19	0	11	60	2	51	1.22e-17	75.9	80.00	GGP5_ARATH Gamma-glutamyl peptidase 5 {ECO:0000305}
cds.evm.model.07.367	CTL2_ARATH	86.667	60	8	0	1	60	158	217	2.14e-32	116	93.33	CTL2_ARATH Chitinase-like protein 2
cds.evm.model.06.956	PR06_SOLLC	57.407	54	23	0	7	60	5	58	1.34e-15	68.9	77.78	PR06_SOLLC Pathogenesis-related leaf protein 6
